File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF828NYA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR412YGM	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ZSCAN29-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF232AKP/, /files/ENCFF724UTV/, /files/ENCFF711JVL/, /files/ENCFF356LFX/, /files/ENCFF377KFK/	103988	ENCODE Processing Pipeline	b1774d2776de5ba9da94b569fac4eea4		https://www.encodeproject.org/files/ENCFF828NYA/@@download/ENCFF828NYA.bed.gz				released	s3://encode-public/2020/12/04/db85b6a7-8e0b-4ff9-9d72-ddfb8427d8fe/ENCFF828NYA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/db85b6a7-8e0b-4ff9-9d72-ddfb8427d8fe/ENCFF828NYA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF057NHJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR746XEG	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										NFXL1-human	DNA						2017-05-17	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF232AKP/, /files/ENCFF885HTW/, /files/ENCFF377KFK/, /files/ENCFF356LFX/, /files/ENCFF246FIF/	90433	ENCODE Processing Pipeline	cb23bb603bd4072055593a97f33d8893		https://www.encodeproject.org/files/ENCFF057NHJ/@@download/ENCFF057NHJ.bed.gz				released	s3://encode-public/2020/12/02/34772c83-a9b1-4327-a6cd-5cca37cce51a/ENCFF057NHJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/34772c83-a9b1-4327-a6cd-5cca37cce51a/ENCFF057NHJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF706SJT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR384SQB	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-715'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/219749/'], '@type': ['Target', 'Item'], 'name': 'ZNF25-human', 'label': 'ZNF25', '@id': '/targets/ZNF25-human/', 'title': 'ZNF25 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '33653bae-a618-4421-988f-6fef3796a9da', 'status': 'released'}				ZNF25-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF679MKI/, /files/ENCFF751VZC/, /files/ENCFF039ACO/	135458	ENCODE Processing Pipeline	f389a1f0f1378faf7df994809547bf6a		https://www.encodeproject.org/files/ENCFF706SJT/@@download/ENCFF706SJT.bed.gz				released	s3://encode-public/2020/08/22/7fb2cf0c-ee56-4131-b446-2b083e49deb1/ENCFF706SJT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/22/7fb2cf0c-ee56-4131-b446-2b083e49deb1/ENCFF706SJT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF306ZFX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR983FBD	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:NFE2'], 'aliases': ['michael-snyder:TS-235'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4778/'], '@type': ['Target', 'Item'], 'label': 'NFE2', 'title': 'NFE2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '59ac958a-55a3-40f7-9223-a51c11ebe176', 'schema_version': '14', 'name': 'NFE2-human', '@id': '/targets/NFE2-human/', 'status': 'released'}				NFE2-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF356LFX/, /files/ENCFF445CMG/, /files/ENCFF228LGM/	59238	ENCODE Processing Pipeline	27591b8525e05ddd17a95a81bbd32452		https://www.encodeproject.org/files/ENCFF306ZFX/@@download/ENCFF306ZFX.bed.gz				released	s3://encode-public/2020/07/06/e3d7ad2e-a716-45b4-b09e-701b775edcce/ENCFF306ZFX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/06/e3d7ad2e-a716-45b4-b09e-701b775edcce/ENCFF306ZFX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF702SXD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR555DCD	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001496	ascending aorta	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1							/files/ENCFF872DQD/, /files/ENCFF356LFX/, /files/ENCFF564ZTK/	462048	ENCODE Processing Pipeline	514077fe17ca7ca47fb2807d4167ceb1		https://www.encodeproject.org/files/ENCFF702SXD/@@download/ENCFF702SXD.bed.gz				released	s3://encode-public/2020/09/23/74450b51-66ee-4506-b887-a7a19006bb4e/ENCFF702SXD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/74450b51-66ee-4506-b887-a7a19006bb4e/ENCFF702SXD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF255QEY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR654PQY	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-947'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/90317/'], '@type': ['Target', 'Item'], 'name': 'ZNF616-human', 'label': 'ZNF616', '@id': '/targets/ZNF616-human/', 'title': 'ZNF616 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c0449f68-437f-416e-8b56-f73344f3be52', 'status': 'released'}				ZNF616-human	DNA				formaldehyde		2020-06-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF863CFH/, /files/ENCFF814XWA/, /files/ENCFF454KRO/, /files/ENCFF356LFX/	162830	ENCODE Processing Pipeline	38dac0a1d09502b22c0488ed8716ed7c		https://www.encodeproject.org/files/ENCFF255QEY/@@download/ENCFF255QEY.bed.gz				released	s3://encode-public/2020/06/29/894b3f66-4749-4ba0-abcd-48eb1eb0c8d0/ENCFF255QEY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/06/29/894b3f66-4749-4ba0-abcd-48eb1eb0c8d0/ENCFF255QEY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking, low read depth		
ENCFF771ALQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR418MKG	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55657/'], '@type': ['Target', 'Item'], 'name': 'ZNF692-human', 'label': 'ZNF692', '@id': '/targets/ZNF692-human/', 'title': 'ZNF692 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '2c95c178-9718-4ada-af74-60a9d91032c5', 'status': 'released'}				ZNF692-human	DNA				formaldehyde		2016-10-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF451CVJ/, /files/ENCFF785BTW/, /files/ENCFF919EDN/, /files/ENCFF847EHD/, /files/ENCFF065LBX/, /files/ENCFF709TVD/, /files/ENCFF736OSY/, /files/ENCFF190AZK/, /files/ENCFF528DFI/, /files/ENCFF856XMU/, /files/ENCFF356LFX/, /files/ENCFF949NGG/, /files/ENCFF500XPF/, /files/ENCFF585IQN/, /files/ENCFF533HJT/, /files/ENCFF482RWP/, /files/ENCFF383QIP/, /files/ENCFF191UCK/, /files/ENCFF490JCT/, /files/ENCFF425NTG/, /files/ENCFF654JHZ/, /files/ENCFF928CJD/, /files/ENCFF489ERC/, /files/ENCFF705BZZ/, /files/ENCFF800IMV/, /files/ENCFF905YEA/, /files/ENCFF326BKR/	627349	ENCODE Processing Pipeline	165fc168fd5fd1658d196a3ab1b40f96		https://www.encodeproject.org/files/ENCFF771ALQ/@@download/ENCFF771ALQ.bed.gz				released	s3://encode-public/2020/08/07/31fb31fe-872e-4e17-a2a8-f1d11f45caae/ENCFF771ALQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/07/31fb31fe-872e-4e17-a2a8-f1d11f45caae/ENCFF771ALQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing biosample characterization, missing genetic modification characterization		
ENCFF850BDF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR661AXW	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-745'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/169841/'], '@type': ['Target', 'Item'], 'name': 'ZNF169-human', 'label': 'ZNF169', '@id': '/targets/ZNF169-human/', 'title': 'ZNF169 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0bb68080-0f6c-4cc4-8119-79bdcd42fbef', 'status': 'released'}				ZNF169-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF928CJD/, /files/ENCFF705BZZ/, /files/ENCFF383QIP/, /files/ENCFF190AZK/, /files/ENCFF533HJT/, /files/ENCFF654JHZ/, /files/ENCFF451CVJ/, /files/ENCFF500XPF/, /files/ENCFF856XMU/, /files/ENCFF386BSZ/, /files/ENCFF065LBX/, /files/ENCFF709TVD/, /files/ENCFF949NGG/, /files/ENCFF847EHD/, /files/ENCFF490JCT/, /files/ENCFF736OSY/, /files/ENCFF489ERC/, /files/ENCFF785BTW/, /files/ENCFF919EDN/, /files/ENCFF482RWP/, /files/ENCFF905YEA/, /files/ENCFF174PRS/, /files/ENCFF528DFI/, /files/ENCFF356LFX/, /files/ENCFF585IQN/, /files/ENCFF800IMV/, /files/ENCFF425NTG/	35626	ENCODE Processing Pipeline	87edda15a66a88e59d835cdf560f9e70		https://www.encodeproject.org/files/ENCFF850BDF/@@download/ENCFF850BDF.bed.gz				released	s3://encode-public/2020/08/06/ed114d77-8a61-4426-869d-3478e5d16161/ENCFF850BDF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/06/ed114d77-8a61-4426-869d-3478e5d16161/ENCFF850BDF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing biosample characterization, missing genetic modification characterization		
ENCFF609HVM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR899BKM	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										ZNF687-human	DNA						2016-07-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF220TQP/, /files/ENCFF756SZH/, /files/ENCFF097UQG/, /files/ENCFF356LFX/, /files/ENCFF732FRU/	338878	ENCODE Processing Pipeline	23526c787cf962ea172b189a1e093075		https://www.encodeproject.org/files/ENCFF609HVM/@@download/ENCFF609HVM.bed.gz				released	s3://encode-public/2020/12/01/16beee01-cf2b-4c17-a511-405578e5500f/ENCFF609HVM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/01/16beee01-cf2b-4c17-a511-405578e5500f/ENCFF609HVM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF780LOO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR521IID	TF ChIP-seq	/human-donors/ENCDO060AAA/	UBERON:0002107	liver	tissue	Homo sapiens										MAX-human	DNA						2016-06-30	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF594IQP/, /files/ENCFF876ARH/, /files/ENCFF643AVC/, /files/ENCFF674XZI/, /files/ENCFF356LFX/	611216	ENCODE Processing Pipeline	c437902385e63b6a6d004905645c8def		https://www.encodeproject.org/files/ENCFF780LOO/@@download/ENCFF780LOO.bed.gz				released	s3://encode-public/2020/12/07/9a9192bd-d0fc-4cbe-9694-c58701862e98/ENCFF780LOO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/07/9a9192bd-d0fc-4cbe-9694-c58701862e98/ENCFF780LOO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF497VZU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR666JEF	TF ChIP-seq	/human-donors/ENCDO080EZF/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF715TMX/, /files/ENCFF356LFX/, /files/ENCFF764GQV/	474364	ENCODE Processing Pipeline	73227920235435f2927a032ada432d81		https://www.encodeproject.org/files/ENCFF497VZU/@@download/ENCFF497VZU.bed.gz				released	s3://encode-public/2021/09/16/8291b320-f075-40f6-8b61-8d3be22daa0e/ENCFF497VZU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/8291b320-f075-40f6-8b61-8d3be22daa0e/ENCFF497VZU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF389COE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR185QFX	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-687'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/256051/'], '@type': ['Target', 'Item'], 'name': 'ZNF549-human', 'label': 'ZNF549', '@id': '/targets/ZNF549-human/', 'title': 'ZNF549 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '393443cb-3ee9-4825-86a6-eea6e1a3f0e9', 'status': 'released'}				ZNF549-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF036EBY/, /files/ENCFF852BFO/, /files/ENCFF356LFX/, /files/ENCFF350INM/, /files/ENCFF713QSG/, /files/ENCFF343OBQ/, /files/ENCFF031UZD/, /files/ENCFF018BLG/, /files/ENCFF300ATN/	71962	ENCODE Processing Pipeline	d41248928d198339fb132de362f1b3aa		https://www.encodeproject.org/files/ENCFF389COE/@@download/ENCFF389COE.bed.gz				released	s3://encode-public/2020/08/04/9e77362d-d1f4-4f72-b29c-d20cdd615bb1/ENCFF389COE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/04/9e77362d-d1f4-4f72-b29c-d20cdd615bb1/ENCFF389COE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	missing biosample characterization, moderate library complexity, missing genetic modification characterization, inconsistent platforms, mild to moderate bottlenecking		
ENCFF847LHJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR062JAC	TF ChIP-seq	/human-donors/ENCDO672KST/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF023ZZH/, /files/ENCFF356LFX/, /files/ENCFF981ZHO/	771829	ENCODE Processing Pipeline	cecf28f47cd9374f29afba1febfc056d		https://www.encodeproject.org/files/ENCFF847LHJ/@@download/ENCFF847LHJ.bed.gz				released	s3://encode-public/2021/04/12/32b51073-fa41-4f18-bfb6-47bbf4383889/ENCFF847LHJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/32b51073-fa41-4f18-bfb6-47bbf4383889/ENCFF847LHJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF604LXR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR971EWR	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2119/'], '@type': ['Target', 'Item'], 'name': 'ETV5-human', 'label': 'ETV5', '@id': '/targets/ETV5-human/', 'title': 'ETV5 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'a6f2d8d6-531e-42c5-a6eb-ed30170bfb81', 'status': 'released'}				ETV5-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF034EJK/, /files/ENCFF313PYN/, /files/ENCFF213VOZ/, /files/ENCFF356LFX/	310164	ENCODE Processing Pipeline	19235dc3d6e1d64ca5632a5da41fbd5e		https://www.encodeproject.org/files/ENCFF604LXR/@@download/ENCFF604LXR.bed.gz				released	s3://encode-public/2020/07/07/2d8533d3-61d9-4b19-8b02-82c2e2634f1b/ENCFF604LXR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/07/2d8533d3-61d9-4b19-8b02-82c2e2634f1b/ENCFF604LXR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking, low read depth		
ENCFF448LKL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR213VUI	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TRIM25-human	DNA						2016-10-31	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF936FZX/, /files/ENCFF849EID/, /files/ENCFF822ODT/, /files/ENCFF738MAD/	63511	ENCODE Processing Pipeline	9e6f6433ba12a9893c788cf1739b30a5		https://www.encodeproject.org/files/ENCFF448LKL/@@download/ENCFF448LKL.bed.gz				released	s3://encode-public/2021/02/12/3299eeb2-a123-4dc5-b8b1-613fb979ef47/ENCFF448LKL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/12/3299eeb2-a123-4dc5-b8b1-613fb979ef47/ENCFF448LKL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.0 GRCh38	released	borderline replicate concordance		
ENCFF814BVV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR300WOR	TF ChIP-seq	/human-donors/ENCDO754RFQ/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF229QPQ/, /files/ENCFF517WON/	654290	ENCODE Processing Pipeline	b553cee10b8d2d8d6523b2e70e3924fe		https://www.encodeproject.org/files/ENCFF814BVV/@@download/ENCFF814BVV.bed.gz				released	s3://encode-public/2021/09/16/2e8d1a0f-7501-4014-a61d-ac2cbf2d6805/ENCFF814BVV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/2e8d1a0f-7501-4014-a61d-ac2cbf2d6805/ENCFF814BVV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF034VYE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR080XEY	TF ChIP-seq	/human-donors/ENCDO882MMZ/	UBERON:0002107	liver	tissue	Homo sapiens										FOXA2-human	DNA						2016-06-30	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF326WLV/, /files/ENCFF862RGS/, /files/ENCFF356LFX/, /files/ENCFF238LEY/, /files/ENCFF784HFB/	473969	ENCODE Processing Pipeline	2656078c983b2af0fa3fe04cf4570563		https://www.encodeproject.org/files/ENCFF034VYE/@@download/ENCFF034VYE.bed.gz				released	s3://encode-public/2020/12/09/25d603af-f4ef-4fb3-9aec-af5fce43b481/ENCFF034VYE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/09/25d603af-f4ef-4fb3-9aec-af5fce43b481/ENCFF034VYE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, moderate library complexity, low read depth, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF070IMT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR237BTA	TF ChIP-seq	/human-donors/ENCDO097MEH/	UBERON:0006483	middle frontal area 46	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF664ANF/, /files/ENCFF583HHJ/, /files/ENCFF356LFX/	713662	ENCODE Processing Pipeline	767a569b2c07bc461f579eb197d01c1e		https://www.encodeproject.org/files/ENCFF070IMT/@@download/ENCFF070IMT.bed.gz				released	s3://encode-public/2021/04/12/be12d355-4ef8-40a9-b98b-0a0ce7d416c0/ENCFF070IMT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/be12d355-4ef8-40a9-b98b-0a0ce7d416c0/ENCFF070IMT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
